query_length,avg_word_length,lexical_diversity,noun_ratio,verb_ratio,adjective_ratio,entity_count,idf_mean,idf_max,rare_term_ratio,embedding_norm,embedding_mean,embedding_std,query_entropy,bm25_weight,dense_weight
3,7.667,1.0,1.0,0.0,0.0,0,4.8,5.066,0.333,1.0,0.000532,0.051028,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.869,5.066,0.667,1.0,-7.6e-05,0.051031,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,3.27,5.066,0.5,1.0,0.000406,0.051029,1.0,0.5,0.5
3,5.0,0.667,1.0,0.0,0.0,0,2.671,5.066,0.333,1.0,3.4e-05,0.051031,0.918,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,3.586,5.066,0.667,1.0,0.000698,0.051026,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,3.698,5.066,0.667,1.0,2.1e-05,0.051031,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,2.819,5.066,0.333,1.0,2.7e-05,0.051031,1.585,0.5,0.5
2,6.0,1.0,0.0,0.5,0.5,0,3.491,5.066,0.5,1.0,0.000123,0.051031,1.0,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,3.352,5.066,0.333,1.0,0.000369,0.05103,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,4.004,5.472,0.667,1.0,0.000427,0.051029,1.585,0.5,0.5
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
3,8.0,1.0,0.667,0.0,0.333,0,3.945,4.778,0.667,1.0,0.001488,0.051009,1.585,0.5,0.5
3,6.0,1.0,0.667,0.0,0.333,0,3.758,4.555,0.667,1.0,0.001018,0.051021,1.585,0.5,0.5
3,7.0,1.0,0.667,0.0,0.333,0,3.833,4.778,0.667,1.0,0.001295,0.051015,1.585,0.5,0.5
3,7.0,1.0,0.667,0.0,0.333,0,3.871,4.555,0.667,1.0,0.000783,0.051025,1.585,0.5,0.5
3,7.333,1.0,0.333,0.0,0.667,0,3.675,4.555,0.667,1.0,0.000563,0.051028,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.005,4.085,0.667,1.0,0.001546,0.051008,1.585,0.0,1.0
3,6.0,1.0,0.667,0.333,0.0,0,3.005,4.085,0.667,1.0,0.001379,0.051012,1.585,0.0,1.0
3,6.0,1.0,0.667,0.333,0.0,0,3.005,4.085,0.667,1.0,0.001436,0.051011,1.585,0.0,1.0
3,6.667,1.0,1.0,0.0,0.0,0,2.899,3.767,0.667,1.0,0.00138,0.051012,1.585,0.0,1.0
3,6.333,1.0,0.333,0.667,0.0,0,2.492,4.085,0.333,1.0,0.000526,0.051028,1.585,1.0,0.0
3,6.667,1.0,1.0,0.0,0.0,0,2.899,3.767,0.667,1.0,0.001223,0.051016,1.585,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,3.403,4.085,0.667,1.0,0.001546,0.051008,1.585,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,3.677,4.778,0.667,1.0,0.001293,0.051015,1.585,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,4.107,4.778,0.333,1.0,0.001625,0.051005,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.889,4.778,0.667,1.0,0.00136,0.051013,1.585,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,3.908,5.472,0.667,1.0,0.000956,0.051022,1.585,0.5,0.5
2,6.0,1.0,0.5,0.0,0.5,0,5.125,5.472,0.5,1.0,0.000769,0.051025,1.0,0.5,0.5
3,6.333,1.0,0.333,0.667,0.0,0,3.368,4.219,0.667,1.0,0.000541,0.051028,1.585,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,3.677,4.778,0.667,1.0,0.001293,0.051015,1.585,0.5,0.5
2,6.5,1.0,0.5,0.5,0.0,0,3.068,4.219,0.5,1.0,0.000724,0.051026,1.0,1.0,0.0
3,7.333,1.0,0.333,0.333,0.333,0,3.416,4.555,0.667,1.0,0.000798,0.051025,1.585,0.0,1.0
2,5.0,1.0,0.5,0.5,0.0,0,3.014,4.555,0.5,1.0,0.00089,0.051023,1.0,0.0,1.0
2,5.0,1.0,0.5,0.5,0.0,0,3.014,4.555,0.5,1.0,0.000848,0.051024,1.0,0.0,1.0
3,5.333,0.667,0.333,0.667,0.0,0,3.528,4.555,0.667,1.0,0.00044,0.051029,0.918,0.0,1.0
3,6.667,1.0,0.667,0.333,0.0,0,3.528,4.555,0.667,1.0,0.000719,0.051026,1.585,0.5,0.5
3,5.0,1.0,0.333,0.333,0.333,0,2.843,4.555,0.333,1.0,0.000608,0.051027,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.101,4.555,0.667,1.0,0.000418,0.051029,1.585,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,5.336,5.472,0.667,1.0,0.00158,0.051007,1.585,0.5,0.5
2,5.0,1.0,0.5,0.5,0.0,0,3.014,4.555,0.5,1.0,0.00089,0.051023,1.0,0.0,1.0
3,6.667,1.0,0.667,0.333,0.0,0,3.528,4.555,0.667,1.0,0.000719,0.051026,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,2.809,3.68,0.667,1.0,0.000285,0.05103,1.585,0.0,1.0
2,8.5,1.0,1.0,0.0,0.0,0,2.577,3.68,0.5,1.0,0.000999,0.051021,1.0,0.0,1.0
3,7.333,1.0,0.667,0.333,0.0,0,3.94,4.778,0.667,1.0,0.000736,0.051026,1.585,0.5,0.5
3,9.0,1.0,0.667,0.0,0.333,0,2.893,3.68,0.667,1.0,0.000424,0.051029,1.585,0.0,1.0
3,9.333,1.0,0.333,0.333,0.333,0,3.475,3.68,0.667,1.0,0.000641,0.051027,1.585,0.0,1.0
3,9.333,1.0,0.667,0.333,0.0,0,4.726,5.066,0.333,1.0,0.00154,0.051008,1.585,0.5,0.5
3,8.0,1.0,0.333,0.333,0.333,0,4.665,5.066,0.333,1.0,0.001633,0.051005,1.585,0.5,0.5
2,6.5,1.0,0.5,0.0,0.5,0,4.464,4.555,0.5,1.0,0.001548,0.051008,1.0,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,0,4.569,4.778,0.333,1.0,0.001222,0.051016,1.585,0.5,0.5
3,9.667,1.0,1.0,0.0,0.0,0,2.568,3.767,0.333,1.0,0.00038,0.05103,1.585,0.5,0.5
3,7.0,0.667,1.0,0.0,0.0,0,1.975,1.99,0.667,1.0,0.000208,0.051031,0.918,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,1.968,1.99,0.5,1.0,0.00049,0.051029,1.0,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,1.968,1.99,0.5,1.0,0.000714,0.051026,1.0,0.5,0.5
3,7.0,0.667,1.0,0.0,0.0,0,1.96,1.99,0.333,1.0,0.000633,0.051027,0.918,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,2.512,3.6,0.333,1.0,0.000927,0.051023,1.585,0.5,0.5
2,7.5,1.0,1.0,0.0,0.0,0,2.879,3.767,0.5,1.0,0.000617,0.051027,1.0,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,3.206,3.862,0.667,1.0,0.000973,0.051022,1.585,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,2.568,3.767,0.333,1.0,0.0006,0.051028,1.585,0.5,0.5
3,7.333,1.0,0.667,0.0,0.333,0,3.136,5.472,0.333,1.0,0.000566,0.051028,1.585,0.5,0.5
3,5.667,1.0,0.667,0.0,0.333,0,3.146,4.778,0.333,1.0,0.00128,0.051015,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.329,2.668,0.5,1.0,0.000699,0.051026,1.0,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,1.968,1.99,0.5,1.0,0.00049,0.051029,1.0,0.5,0.5
3,8.667,1.0,0.667,0.333,0.0,0,3.082,3.862,0.667,1.0,0.000569,0.051028,1.585,0.5,0.5
2,7.0,1.0,0.5,0.5,0.0,0,2.926,3.862,0.5,1.0,0.000526,0.051028,1.0,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,2.285,3.392,0.333,1.0,0.00039,0.05103,1.585,0.5,0.5
3,8.333,1.0,0.667,0.333,0.0,0,2.634,3.968,0.333,1.0,0.000512,0.051028,1.585,0.0,1.0
3,9.333,1.0,1.0,0.0,0.0,0,2.674,4.085,0.333,1.0,0.000736,0.051026,1.585,0.5,0.5
3,8.333,1.0,0.667,0.333,0.0,0,2.634,3.968,0.333,1.0,0.000632,0.051027,1.585,0.0,1.0
3,8.667,1.0,0.667,0.333,0.0,0,3.2,4.085,0.667,1.0,0.000707,0.051026,1.585,0.5,0.5
2,9.0,1.0,0.5,0.5,0.0,0,2.979,3.968,0.5,1.0,0.000686,0.051026,1.0,0.0,1.0
3,9.667,1.0,0.333,0.333,0.333,0,3.968,4.219,0.667,1.0,0.00077,0.051025,1.585,0.5,0.5
3,8.667,1.0,1.0,0.0,0.0,0,3.544,4.085,0.667,1.0,0.000388,0.05103,1.585,0.5,0.5
2,9.5,1.0,1.0,0.0,0.0,0,3.516,4.085,0.5,1.0,-3e-06,0.051031,1.0,0.5,0.5
1,14.0,1.0,1.0,0.0,0.0,0,4.085,4.085,0.0,1.0,0.000321,0.05103,0.0,0.5,0.5
3,9.0,1.0,1.0,0.0,0.0,0,3.474,4.085,0.333,1.0,-0.000411,0.051029,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,4.778,5.472,0.667,1.0,0.000738,0.051026,1.585,0.5,0.5
3,10.0,1.0,1.0,0.0,0.0,1,4.226,4.373,0.333,1.0,0.000874,0.051024,1.585,0.5,0.5
1,6.0,1.0,1.0,0.0,0.0,0,5.472,5.472,0.0,1.0,0.001809,0.050999,0.0,0.5,0.5
3,10.333,1.0,0.667,0.333,0.0,0,4.97,5.472,0.667,1.0,0.000739,0.051026,1.585,0.5,0.5
3,9.667,1.0,1.0,0.0,0.0,0,3.801,4.373,0.667,1.0,0.000358,0.05103,1.585,0.0,1.0
3,6.333,1.0,0.333,0.333,0.333,0,2.74,3.526,0.667,1.0,0.000887,0.051023,1.585,0.0,1.0
3,6.333,1.0,0.333,0.333,0.333,0,2.74,3.526,0.667,1.0,0.000857,0.051024,1.585,0.0,1.0
3,6.333,1.0,0.333,0.333,0.333,1,2.74,3.526,0.667,1.0,0.000889,0.051023,1.585,0.0,1.0
3,6.333,1.0,0.333,0.0,0.667,0,2.5,3.526,0.667,1.0,0.00022,0.051031,1.585,0.5,0.5
2,7.0,1.0,0.5,0.0,0.5,0,2.5,3.526,0.5,1.0,0.001175,0.051018,1.0,0.0,1.0
3,6.667,1.0,0.333,0.333,0.333,0,3.138,3.526,0.667,1.0,0.000909,0.051023,1.585,0.0,1.0
3,6.0,1.0,0.667,0.0,0.333,0,3.889,5.472,0.333,1.0,0.000938,0.051022,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,1,4.176,5.472,0.667,1.0,0.001375,0.051013,1.585,0.5,0.5
2,7.5,1.0,0.5,0.0,0.5,0,3.097,3.526,0.5,1.0,0.001161,0.051018,1.0,0.0,1.0
2,7.5,1.0,0.5,0.0,0.5,0,3.528,4.555,0.5,1.0,0.000963,0.051022,1.0,1.0,0.0
3,9.0,1.0,1.0,0.0,0.0,0,2.981,4.555,0.333,1.0,0.000594,0.051028,1.585,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,3.254,5.472,0.333,1.0,0.000558,0.051028,1.585,0.5,0.5
3,9.0,1.0,0.667,0.0,0.333,0,3.147,4.085,0.667,1.0,0.001154,0.051018,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,2.685,3.767,0.667,1.0,0.000935,0.051022,1.585,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,2.362,2.797,0.667,1.0,0.000807,0.051025,1.585,0.0,1.0
3,6.667,1.0,0.667,0.333,0.0,0,2.882,5.066,0.333,1.0,5e-06,0.051031,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,2.516,3.968,0.333,1.0,0.000191,0.051031,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.882,5.066,0.333,1.0,-6.9e-05,0.051031,1.585,0.5,0.5
3,6.333,1.0,0.667,0.0,0.333,1,3.625,5.066,0.667,1.0,0.000645,0.051027,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.083,2.668,0.333,1.0,0.00033,0.05103,1.585,1.0,0.0
3,7.0,1.0,1.0,0.0,0.0,0,2.093,2.699,0.333,1.0,0.000847,0.051024,1.585,0.0,1.0
2,7.0,1.0,1.0,0.0,0.0,0,2.145,2.699,0.5,1.0,0.001175,0.051018,1.0,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,2.55,3.074,0.667,1.0,0.001009,0.051021,1.585,0.5,0.5
3,6.333,1.0,0.333,0.667,0.0,0,3.118,4.778,0.333,1.0,0.00085,0.051024,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,2.356,2.869,0.667,1.0,0.001069,0.05102,1.585,0.0,1.0
3,6.333,1.0,1.0,0.0,0.0,1,2.6,4.219,0.333,1.0,0.000183,0.051031,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,1,3.758,5.066,0.667,1.0,0.000396,0.051029,1.585,0.5,0.5
3,6.333,0.667,1.0,0.0,0.0,1,3.476,4.219,0.667,1.0,-0.000202,0.051031,0.918,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.105,4.219,0.5,1.0,0.000308,0.05103,1.0,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.105,4.219,0.5,1.0,0.000356,0.05103,1.0,0.5,0.5
3,5.667,0.667,0.667,0.333,0.0,0,4.508,4.778,0.333,1.0,0.000818,0.051024,0.918,0.5,0.5
2,6.0,1.0,0.0,0.5,0.5,0,3.723,4.373,0.5,1.0,0.000585,0.051028,1.0,0.5,0.5
2,6.0,1.0,0.5,0.5,0.0,0,4.576,4.778,0.5,1.0,0.000899,0.051023,1.0,0.5,0.5
3,6.0,1.0,0.333,0.0,0.667,0,4.107,4.555,0.667,1.0,0.001238,0.051016,1.585,0.5,0.5
2,5.0,0.5,0.5,0.0,0.0,0,4.373,4.373,0.0,1.0,0.001365,0.051013,0.0,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.362,4.778,0.667,1.0,0.000388,0.05103,1.585,0.0,1.0
3,4.0,1.0,0.333,0.667,0.0,0,3.458,5.066,0.333,1.0,0.000458,0.051029,1.585,0.0,1.0
2,4.5,1.0,0.5,0.5,0.0,0,2.654,3.392,0.5,1.0,0.000689,0.051026,1.0,0.5,0.5
1,5.0,1.0,0.0,1.0,0.0,0,1.916,1.916,0.0,1.0,0.000593,0.051028,0.0,0.5,0.5
2,4.0,1.0,0.5,0.5,0.0,0,3.491,5.066,0.5,1.0,0.000406,0.051029,1.0,0.0,1.0
3,8.333,1.0,0.333,0.333,0.333,0,4.482,5.472,0.333,1.0,0.00119,0.051017,1.585,0.5,0.5
3,8.333,1.0,0.0,0.333,0.667,0,4.482,5.472,0.333,1.0,0.001052,0.05102,1.585,0.5,0.5
2,8.0,1.0,0.0,0.5,0.5,0,4.922,5.472,0.5,1.0,0.001383,0.051012,1.0,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,4.823,5.472,0.333,1.0,0.001232,0.051016,1.585,0.5,0.5
2,7.0,1.0,0.5,0.0,0.5,0,3.986,4.373,0.5,1.0,0.001196,0.051017,1.0,0.5,0.5
3,10.0,1.0,0.667,0.333,0.0,0,4.665,5.472,0.333,1.0,0.001686,0.051003,1.585,0.5,0.5
3,6.0,1.0,0.333,0.333,0.0,0,4.848,5.472,0.667,1.0,0.001326,0.051014,1.585,0.5,0.5
3,10.0,1.0,0.333,0.333,0.333,0,5.472,5.472,0.0,1.0,0.00091,0.051023,1.585,0.5,0.5
3,7.333,1.0,0.333,0.0,0.333,0,4.848,5.472,0.667,1.0,0.00135,0.051013,1.585,0.5,0.5
2,6.0,1.0,0.0,1.0,0.0,0,4.536,5.472,0.5,1.0,0.001249,0.051016,1.0,0.5,0.5
3,8.0,1.0,0.667,0.0,0.0,0,3.583,4.373,0.667,1.0,0.000753,0.051025,1.585,0.5,0.5
3,8.0,1.0,0.667,0.0,0.333,0,3.689,5.472,0.333,1.0,0.000429,0.051029,1.585,1.0,0.0
2,10.0,1.0,0.5,0.5,0.0,0,4.07,4.373,0.5,1.0,0.000678,0.051027,1.0,0.0,1.0
2,4.5,1.0,0.5,0.0,0.5,0,3.491,4.373,0.5,1.0,0.001519,0.051008,1.0,0.0,1.0
2,6.0,1.0,0.5,0.5,0.0,0,3.145,4.373,0.5,1.0,5.7e-05,0.051031,1.0,1.0,0.0
3,4.0,1.0,0.667,0.333,0.0,0,3.615,5.066,0.667,1.0,0.000814,0.051025,1.585,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,2.575,3.862,0.333,1.0,0.000205,0.051031,1.585,0.0,1.0
2,5.0,1.0,0.5,0.5,0.0,0,2.889,3.862,0.5,1.0,0.0007,0.051026,1.0,0.0,1.0
3,7.667,1.0,0.667,0.333,0.0,0,2.794,3.392,0.667,1.0,0.000184,0.051031,1.585,0.0,1.0
2,3.5,1.0,0.5,0.0,0.0,0,3.491,5.066,0.5,1.0,0.000743,0.051026,1.0,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.083,2.668,0.333,1.0,0.000492,0.051029,1.585,0.0,1.0
3,5.0,1.0,0.667,0.0,0.0,1,2.304,3.332,0.333,1.0,0.000435,0.051029,1.585,0.0,1.0
2,6.5,1.0,1.0,0.0,0.0,0,1.79,1.99,0.5,1.0,0.000324,0.05103,1.0,0.0,1.0
3,5.0,1.0,0.667,0.0,0.0,1,3.017,5.472,0.333,1.0,0.000428,0.051029,1.585,0.0,1.0
2,6.0,1.0,1.0,0.0,0.0,0,2.329,2.668,0.5,1.0,0.000699,0.051026,1.0,0.0,1.0
3,4.667,1.0,0.333,0.333,0.0,1,3.593,4.778,0.667,1.0,-0.000131,0.051031,1.585,0.5,0.5
3,6.667,1.0,0.667,0.0,0.333,0,3.458,4.373,0.667,1.0,-0.000694,0.051026,1.585,0.5,0.5
3,4.667,1.0,0.667,0.333,0.0,1,3.593,4.778,0.667,1.0,-0.000176,0.051031,1.585,0.5,0.5
3,4.667,1.0,0.333,0.333,0.0,0,3.593,4.778,0.667,1.0,-0.00028,0.05103,1.585,0.5,0.5
2,5.5,1.0,0.5,0.5,0.0,0,3.001,4.085,0.5,1.0,-0.000473,0.051029,1.0,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,2.89,4.085,0.333,1.0,-0.00045,0.051029,1.585,0.5,0.5
3,5.0,1.0,0.333,0.667,0.0,0,3.131,4.085,0.667,1.0,-0.000423,0.051029,1.585,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,0,2.703,3.526,0.333,1.0,0.000278,0.05103,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.842,3.767,0.5,1.0,0.000715,0.051026,1.0,0.5,0.5
3,6.333,1.0,0.667,0.0,0.333,0,2.536,4.219,0.333,1.0,0.000388,0.05103,1.585,0.5,0.5
3,5.333,1.0,0.667,0.0,0.0,1,4.21,4.778,0.333,1.0,0.000202,0.051031,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,3.926,4.085,0.5,1.0,0.000146,0.051031,1.0,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.256,4.085,0.667,1.0,-0.000391,0.05103,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,2.62,3.767,0.5,1.0,0.001199,0.051017,1.0,0.5,0.5
3,6.0,0.667,0.667,0.333,0.0,0,3.002,3.767,0.667,1.0,0.00089,0.051023,0.918,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,3.519,4.555,0.667,1.0,-0.000401,0.051029,1.585,0.5,0.5
2,6.5,1.0,0.5,0.5,0.0,0,3.236,4.555,0.5,1.0,0.000332,0.05103,1.0,0.5,0.5
3,8.0,1.0,0.333,0.667,0.0,0,3.981,5.472,0.667,1.0,0.001175,0.051018,1.585,0.5,0.5
2,6.5,1.0,0.5,0.5,0.0,0,4.32,4.555,0.5,1.0,0.000461,0.051029,1.0,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.519,4.555,0.667,1.0,-9.7e-05,0.051031,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,3.564,4.555,0.667,1.0,0.000455,0.051029,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,0,3.236,4.555,0.5,1.0,0.000657,0.051027,1.0,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,3.676,4.555,0.667,1.0,0.000743,0.051026,1.585,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,2.951,3.862,0.667,1.0,0.000125,0.051031,1.585,0.5,0.5
3,8.333,1.0,0.667,0.333,0.0,0,3.384,4.373,0.667,1.0,0.000447,0.051029,1.585,0.5,0.5
3,6.0,1.0,0.333,0.667,0.0,0,4.97,5.472,0.667,1.0,0.001356,0.051013,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,4.739,5.066,0.667,1.0,0.001614,0.051005,1.585,0.5,0.5
3,8.0,1.0,0.333,0.667,0.0,0,4.604,5.066,0.667,1.0,0.000713,0.051026,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,4.97,5.472,0.667,1.0,0.001796,0.050999,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,5.269,5.472,0.5,1.0,0.001718,0.051002,1.0,0.5,0.5
3,4.667,1.0,1.0,0.0,0.0,0,4.361,4.778,0.333,1.0,0.001421,0.051011,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,4.688,5.066,0.667,1.0,0.00206,0.050989,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,4.171,5.066,0.667,1.0,0.00252,0.050969,1.585,0.5,0.5
3,5.333,1.0,0.333,0.333,0.0,0,4.97,5.066,0.667,1.0,0.001748,0.051001,1.585,0.5,0.5
2,8.0,1.0,1.0,0.0,0.0,0,4.922,5.472,0.5,1.0,0.00099,0.051021,1.0,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,4.168,4.778,0.333,1.0,0.000951,0.051022,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,4.778,4.778,0.0,1.0,0.001492,0.051009,1.0,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,4.473,4.778,0.667,1.0,0.001328,0.051014,1.585,0.5,0.5
3,5.0,0.667,1.0,0.0,0.0,0,4.778,4.778,0.0,1.0,0.001132,0.051018,0.918,0.5,0.5
3,4.0,0.667,1.0,0.0,0.0,0,4.778,4.778,0.0,1.0,0.000637,0.051027,0.918,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,4.97,5.066,0.667,1.0,0.001424,0.051011,1.585,0.5,0.5
3,5.333,1.0,1.0,0.0,0.0,0,3.932,4.778,0.667,1.0,0.001359,0.051013,1.585,0.5,0.5
3,4.667,1.0,1.0,0.0,0.0,0,3.889,4.778,0.667,1.0,0.001666,0.051004,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,4.688,5.066,0.667,1.0,0.000948,0.051022,1.585,0.5,0.5
2,6.5,1.0,0.5,0.5,0.0,0,5.066,5.066,0.0,1.0,0.001578,0.051007,1.0,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,3.706,4.555,0.667,1.0,0.001512,0.051009,1.585,0.5,0.5
3,7.0,0.667,1.0,0.0,0.0,0,3.318,4.555,0.333,1.0,0.000881,0.051023,0.918,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.351,4.555,0.333,1.0,0.001209,0.051017,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,3.351,4.555,0.333,1.0,0.00099,0.051021,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,3.627,4.555,0.5,1.0,0.001102,0.051019,1.0,0.5,0.5
2,7.0,1.0,0.5,0.5,0.0,0,4.373,4.373,0.0,1.0,0.000704,0.051026,1.0,0.0,1.0
3,6.0,1.0,0.333,0.667,0.0,0,4.046,4.373,0.667,1.0,0.000353,0.05103,1.585,0.0,1.0
3,8.0,1.0,1.0,0.0,0.0,0,4.739,5.472,0.333,1.0,0.000992,0.051021,1.585,0.5,0.5
1,4.0,1.0,0.0,1.0,0.0,0,5.472,5.472,0.0,1.0,0.001448,0.05101,0.0,0.5,0.5
2,6.5,1.0,0.5,0.5,0.0,0,4.922,5.472,0.5,1.0,6.4e-05,0.051031,1.0,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,4.835,5.066,0.667,1.0,0.000992,0.051021,1.585,0.5,0.5
3,9.0,1.0,0.333,0.333,0.0,0,4.604,5.066,0.333,1.0,0.001368,0.051013,1.585,0.5,0.5
3,3.667,1.0,0.667,0.333,0.0,0,4.665,5.066,0.333,1.0,0.000646,0.051027,1.585,0.5,0.5
2,4.0,1.0,1.0,0.0,0.0,0,4.417,5.066,0.5,1.0,0.001318,0.051014,1.0,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,0,4.72,5.066,0.5,1.0,0.00096,0.051022,1.0,0.5,0.5
3,8.667,1.0,0.667,0.333,0.0,0,4.784,5.066,0.667,1.0,0.001467,0.05101,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.495,5.472,0.667,1.0,0.001211,0.051017,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,4.359,5.066,0.667,1.0,0.001261,0.051015,1.585,0.5,0.5
3,8.333,1.0,0.667,0.333,0.0,0,4.665,5.472,0.667,1.0,0.000864,0.051024,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.004,5.472,0.667,1.0,0.001391,0.051012,1.585,0.5,0.5
2,9.0,1.0,1.0,0.0,0.0,0,4.432,4.778,0.5,1.0,0.001092,0.051019,1.0,0.5,0.5
3,7.333,0.667,1.0,0.0,0.0,0,4.547,4.778,0.667,1.0,0.000408,0.051029,0.918,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,4.13,4.778,0.333,1.0,0.001553,0.051007,1.585,0.5,0.5
3,5.0,1.0,0.667,0.0,0.333,0,4.8,5.066,0.333,1.0,0.000978,0.051022,1.585,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,0,5.105,5.472,0.333,1.0,0.001223,0.051016,1.585,0.5,0.5
3,9.667,1.0,0.667,0.333,0.0,1,4.287,5.472,0.333,1.0,6.7e-05,0.051031,1.585,0.5,0.5
3,10.333,1.0,1.0,0.0,0.0,1,4.242,5.472,0.333,1.0,0.000454,0.051029,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,4.553,5.066,0.667,1.0,0.000778,0.051025,1.585,0.5,0.5
3,10.0,1.0,1.0,0.0,0.0,0,5.201,5.472,0.333,1.0,0.000254,0.05103,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,4.296,5.066,0.5,1.0,0.001279,0.051015,1.0,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,2.791,4.085,0.333,1.0,0.001426,0.051011,1.585,1.0,0.0
3,9.0,1.0,0.667,0.333,0.0,0,3.214,4.085,0.667,1.0,0.00077,0.051025,1.585,1.0,0.0
