query_length,avg_word_length,lexical_diversity,noun_ratio,verb_ratio,adjective_ratio,entity_count,idf_mean,idf_max,rare_term_ratio,embedding_norm,embedding_mean,embedding_std,query_entropy,bm25_weight,dense_weight
2,7.0,1.0,1.0,0.0,0.0,0,2.838,4.085,0.5,1.0,0.001369,0.051013,1.0,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,3.254,5.472,0.333,1.0,0.000676,0.051027,1.585,0.5,0.5
1,8.0,1.0,1.0,0.0,0.0,0,4.085,4.085,0.0,1.0,0.000981,0.051022,0.0,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,1,4.592,4.778,0.667,1.0,0.001044,0.05102,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,1,4.039,4.778,0.667,1.0,0.00134,0.051013,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,3.955,4.778,0.667,1.0,0.001171,0.051018,1.585,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,1,4.322,4.778,0.333,1.0,0.000972,0.051022,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,1,4.499,4.778,0.5,1.0,0.001386,0.051012,1.0,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,4.203,4.555,0.333,1.0,0.000808,0.051025,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,4.261,4.555,0.5,1.0,0.00076,0.051025,1.0,0.0,1.0
3,8.667,1.0,1.0,0.0,0.0,0,4.569,4.778,0.333,1.0,0.000661,0.051027,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,4.53,5.066,0.667,1.0,0.000302,0.05103,1.585,0.5,0.5
3,7.667,1.0,0.667,0.0,0.0,0,4.896,5.066,0.667,1.0,0.000821,0.051024,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,3.612,4.555,0.5,1.0,0.001938,0.050994,1.0,0.5,0.5
3,6.667,1.0,1.0,0.0,0.0,0,4.097,5.066,0.667,1.0,0.001933,0.050994,1.585,0.5,0.5
3,5.667,0.667,1.0,0.0,0.0,0,3.297,4.555,0.333,1.0,0.001354,0.051013,0.918,0.5,0.5
3,6.333,0.667,1.0,0.0,0.0,0,3.926,4.555,0.667,1.0,0.001532,0.051008,0.918,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,3.612,4.555,0.5,1.0,0.001377,0.051012,1.0,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,1,4.047,4.555,0.667,1.0,0.000974,0.051022,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,3.986,4.555,0.667,1.0,0.000517,0.051028,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.047,4.555,0.667,1.0,0.000748,0.051026,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,4.555,4.555,0.0,1.0,0.001012,0.051021,1.0,0.5,0.5
3,4.667,1.0,0.667,0.333,0.0,0,4.105,5.066,0.667,1.0,0.001312,0.051014,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.555,4.555,0.0,1.0,0.000448,0.051029,1.585,0.5,0.5
3,5.667,0.667,1.0,0.0,0.0,0,4.555,4.555,0.0,1.0,0.000186,0.051031,0.918,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,4.555,4.555,0.0,1.0,0.000722,0.051026,1.0,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,4.047,4.555,0.667,1.0,0.000323,0.05103,1.585,0.5,0.5
3,4.667,0.667,0.667,0.333,0.0,1,4.861,5.472,0.333,1.0,0.000365,0.05103,0.918,0.5,0.5
3,6.667,1.0,0.667,0.0,0.333,0,5.031,5.472,0.667,1.0,0.001035,0.051021,1.585,0.5,0.5
3,7.333,1.0,0.667,0.0,0.333,0,4.8,5.066,0.333,1.0,0.000526,0.051028,1.585,0.5,0.5
3,6.667,1.0,0.333,0.0,0.333,0,4.434,5.066,0.667,1.0,0.00129,0.051015,1.585,0.5,0.5
2,8.0,1.0,0.5,0.0,0.5,0,4.811,5.066,0.5,1.0,0.00088,0.051023,1.0,0.5,0.5
2,8.0,1.0,0.5,0.5,0.0,0,4.667,4.778,0.5,1.0,0.000492,0.051029,1.0,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,2.078,2.699,0.333,1.0,0.000966,0.051022,1.585,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,2.212,2.699,0.333,1.0,0.000925,0.051023,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.145,2.699,0.5,1.0,0.001175,0.051018,1.0,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,2.948,4.555,0.333,1.0,0.001464,0.05101,1.585,0.5,0.5
3,6.333,1.0,0.667,0.0,0.333,0,2.836,4.219,0.333,1.0,0.000867,0.051024,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.355,5.066,0.667,1.0,0.00071,0.051026,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,3.073,4.219,0.667,1.0,0.000688,0.051026,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.5,3.526,0.5,1.0,0.001196,0.051017,1.0,0.5,0.5
3,6.667,0.667,1.0,0.0,0.0,0,2.842,3.526,0.667,1.0,0.000973,0.051022,0.918,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,3.028,4.085,0.667,1.0,0.001007,0.051021,1.585,0.5,0.5
2,7.5,1.0,1.0,0.0,0.0,0,3.498,3.968,0.5,1.0,0.000745,0.051026,1.0,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,4.021,5.066,0.333,1.0,0.000326,0.05103,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,3.559,3.968,0.667,1.0,0.00075,0.051026,1.585,0.5,0.5
2,6.0,1.0,1.0,0.0,0.0,0,2.72,3.968,0.5,1.0,0.001523,0.051008,1.0,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,3.638,5.472,0.667,1.0,0.001396,0.051012,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,3.124,4.373,0.667,1.0,0.001118,0.051019,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,3.124,4.373,0.667,1.0,0.001159,0.051018,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,0,3.907,5.066,0.667,1.0,0.000822,0.051024,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,2.599,3.526,0.667,1.0,0.000751,0.051026,1.585,0.5,0.5
3,5.667,1.0,0.667,0.0,0.333,0,2.842,3.526,0.667,1.0,0.000957,0.051022,1.585,0.5,0.5
3,6.333,1.0,0.333,0.333,0.0,1,3.305,4.778,0.333,1.0,0.000664,0.051027,1.585,0.5,0.5
3,4.667,1.0,0.667,0.333,0.0,0,3.17,4.373,0.667,1.0,0.000873,0.051024,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.678,3.767,0.5,1.0,0.000836,0.051024,1.0,0.0,1.0
3,6.0,1.0,1.0,0.0,0.0,0,2.677,3.22,0.667,1.0,0.000807,0.051025,1.585,0.5,0.5
2,5.0,1.0,0.5,0.5,0.0,0,2.568,3.22,0.5,1.0,0.000892,0.051023,1.0,0.5,0.5
3,8.667,1.0,1.0,0.0,0.0,1,3.655,4.219,0.333,1.0,0.000693,0.051026,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,1,3.208,3.457,0.667,1.0,0.001567,0.051007,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,1,4.185,4.778,0.667,1.0,0.001261,0.051015,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.373,3.526,0.5,1.0,0.001067,0.05102,1.0,0.5,0.5
3,5.667,1.0,0.333,0.333,0.0,0,4.495,5.472,0.667,1.0,0.001188,0.051017,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,3.118,5.066,0.333,1.0,0.000763,0.051025,1.585,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,3.118,5.066,0.333,1.0,0.000852,0.051024,1.585,0.0,1.0
2,7.0,1.0,1.0,0.0,0.0,0,2.145,2.699,0.5,1.0,0.001175,0.051018,1.0,0.0,1.0
3,7.333,1.0,1.0,0.0,0.0,0,3.118,5.066,0.333,1.0,0.00088,0.051023,1.585,0.0,1.0
3,7.333,1.0,1.0,0.0,0.0,0,3.118,5.066,0.333,1.0,0.000814,0.051025,1.585,0.0,1.0
3,6.667,1.0,0.667,0.0,0.333,0,3.41,4.555,0.667,1.0,0.000372,0.05103,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.838,4.085,0.5,1.0,0.000273,0.05103,1.0,1.0,0.0
2,6.5,1.0,0.5,0.5,0.0,0,2.721,3.526,0.5,1.0,0.000526,0.051028,1.0,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,2.305,3.526,0.333,1.0,0.000543,0.051028,1.585,1.0,0.0
3,5.333,1.0,0.667,0.333,0.0,0,3.242,5.066,0.333,1.0,0.000751,0.051026,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,4.457,5.472,0.333,1.0,0.00171,0.051002,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,3.949,4.219,0.5,1.0,0.001173,0.051018,1.0,0.5,0.5
3,4.0,1.0,0.667,0.333,0.0,0,3.833,4.219,0.333,1.0,0.000584,0.051028,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,4.039,4.219,0.667,1.0,0.001476,0.05101,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,4.039,4.219,0.667,1.0,0.001332,0.051014,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,3.907,5.066,0.667,1.0,0.000555,0.051028,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.791,4.085,0.333,1.0,0.000789,0.051025,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,3.012,4.373,0.667,1.0,0.001044,0.05102,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.755,3.6,0.667,1.0,0.000738,0.051026,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.332,3.074,0.5,1.0,0.001158,0.051018,1.0,0.0,1.0
3,5.667,1.0,0.333,0.0,0.667,0,3.337,3.767,0.333,1.0,0.001244,0.051016,1.585,0.0,1.0
2,6.0,1.0,0.5,0.0,0.5,0,3.42,3.767,0.5,1.0,0.001357,0.051013,1.0,0.0,1.0
3,4.667,1.0,0.667,0.0,0.0,1,3.642,4.085,0.667,1.0,0.001965,0.050993,1.585,0.5,0.5
3,5.667,1.0,0.333,0.333,0.333,0,3.432,3.6,0.667,1.0,0.000833,0.051024,1.585,0.5,0.5
2,6.0,1.0,0.5,0.5,0.0,0,3.563,3.6,0.5,1.0,0.000913,0.051023,1.0,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,1,2.859,3.767,0.667,1.0,0.000637,0.051027,1.585,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,2.424,3.074,0.667,1.0,0.000896,0.051023,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.275,5.472,0.333,1.0,0.001035,0.051021,1.585,0.5,0.5
3,8.0,1.0,0.333,0.667,0.0,0,3.529,5.472,0.333,1.0,0.000671,0.051027,1.585,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,2.424,3.074,0.667,1.0,0.001037,0.05102,1.585,0.5,0.5
3,5.667,1.0,0.333,0.333,0.333,0,3.432,3.6,0.667,1.0,0.000833,0.051024,1.585,0.5,0.5
3,5.667,1.0,0.333,0.333,0.333,0,3.432,3.6,0.667,1.0,0.000679,0.051027,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,3.146,3.6,0.333,1.0,0.001001,0.051021,1.585,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,0,3.506,3.6,0.667,1.0,0.00092,0.051023,1.585,0.5,0.5
3,6.667,1.0,0.333,0.333,0.333,0,3.894,4.555,0.333,1.0,0.000819,0.051024,1.585,0.5,0.5
3,4.333,1.0,0.333,0.333,0.0,1,3.547,3.968,0.667,1.0,0.001415,0.051011,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,3.378,5.472,0.333,1.0,0.001204,0.051017,1.585,0.5,0.5
3,5.667,1.0,0.333,0.0,0.667,0,3.337,3.767,0.333,1.0,0.001244,0.051016,1.585,0.5,0.5
3,5.0,1.0,0.667,0.0,0.0,0,2.71,5.066,0.333,1.0,0.000362,0.05103,1.585,1.0,0.0
2,7.0,1.0,1.0,0.0,0.0,0,2.678,3.767,0.5,1.0,0.000836,0.051024,1.0,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,3.858,5.472,0.333,1.0,0.000503,0.051029,1.585,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,2.424,3.074,0.667,1.0,0.000948,0.051022,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,2.646,3.274,0.667,1.0,0.000924,0.051023,1.585,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,0,3.243,5.066,0.333,1.0,0.000583,0.051028,1.585,0.5,0.5
3,7.0,1.0,0.333,0.667,0.0,0,3.243,5.066,0.333,1.0,0.000933,0.051023,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,3.14,5.066,0.333,1.0,0.001233,0.051016,1.585,1.0,0.0
3,7.333,1.0,1.0,0.0,0.0,0,3.785,4.373,0.667,1.0,0.000722,0.051026,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,1,2.859,3.767,0.667,1.0,0.000637,0.051027,1.585,0.5,0.5
3,4.333,1.0,0.667,0.0,0.0,1,3.292,5.066,0.333,1.0,0.000703,0.051026,1.585,1.0,0.0
3,6.0,1.0,1.0,0.0,0.0,0,2.768,3.767,0.667,1.0,0.000825,0.051024,1.585,0.5,0.5
3,4.333,1.0,0.667,0.333,0.0,1,2.603,3.274,0.667,1.0,0.00095,0.051022,1.585,0.5,0.5
3,3.667,1.0,0.667,0.0,0.0,1,2.582,3.392,0.667,1.0,0.001091,0.051019,1.585,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,2.424,3.074,0.667,1.0,0.000948,0.051022,1.585,0.0,1.0
2,4.5,1.0,1.0,0.0,0.0,0,2.177,2.764,0.5,1.0,0.001235,0.051016,1.0,0.0,1.0
3,6.333,1.0,0.667,0.333,0.0,0,3.201,5.066,0.333,1.0,0.0008,0.051025,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,1,2.859,3.767,0.667,1.0,0.000637,0.051027,1.585,0.0,1.0
3,5.333,1.0,0.667,0.0,0.0,1,2.916,3.767,0.667,1.0,0.00082,0.051024,1.585,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.678,3.767,0.5,1.0,0.000836,0.051024,1.0,0.5,0.5
3,4.667,1.0,0.667,0.0,0.0,1,3.122,4.555,0.667,1.0,0.000904,0.051023,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,1,2.405,3.22,0.5,1.0,0.000947,0.051022,1.0,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,3.254,4.778,0.667,1.0,0.001454,0.05101,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.786,4.778,0.333,1.0,0.000878,0.051023,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,2.781,3.68,0.667,1.0,0.001027,0.051021,1.585,0.5,0.5
3,5.333,1.0,0.667,0.0,0.0,1,2.861,3.6,0.667,1.0,0.001126,0.051019,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,3.184,4.778,0.5,1.0,0.001108,0.051019,1.0,0.5,0.5
3,6.0,1.0,0.333,0.333,0.333,1,4.242,4.778,0.333,1.0,0.00052,0.051028,1.585,0.5,0.5
3,6.667,1.0,0.667,0.0,0.0,1,4.874,5.066,0.333,1.0,-0.000235,0.05103,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,4.604,5.066,0.667,1.0,0.000638,0.051027,1.585,0.5,0.5
2,7.0,1.0,0.5,0.0,0.5,1,4.32,4.778,0.5,1.0,0.000395,0.05103,1.0,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,0,4.739,5.066,0.667,1.0,0.001125,0.051019,1.585,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,1,5.201,5.472,0.333,1.0,0.000966,0.051022,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,1,5.201,5.472,0.333,1.0,0.000318,0.05103,1.585,0.5,0.5
3,4.333,1.0,1.0,0.0,0.0,0,3.371,5.066,0.667,1.0,0.000832,0.051024,1.585,0.5,0.5
2,5.0,1.0,1.0,0.0,0.0,1,5.269,5.472,0.5,1.0,0.000604,0.051027,1.0,0.5,0.5
3,7.333,1.0,0.667,0.333,0.0,1,4.874,5.066,0.333,1.0,0.000855,0.051024,1.585,0.5,0.5
3,8.0,1.0,1.0,0.0,0.0,0,4.473,4.778,0.667,1.0,0.001436,0.051011,1.585,0.5,0.5
3,7.667,1.0,1.0,0.0,0.0,1,4.155,4.778,0.333,1.0,0.001092,0.051019,1.585,0.5,0.5
3,4.667,1.0,0.667,0.0,0.333,2,4.874,5.472,0.333,1.0,0.000408,0.051029,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,2,5.125,5.472,0.5,1.0,0.000766,0.051025,1.0,0.5,0.5
3,7.0,1.0,1.0,0.0,0.0,0,4.136,4.778,0.333,1.0,0.00103,0.051021,1.585,0.5,0.5
3,5.667,1.0,0.667,0.0,0.0,1,3.378,4.778,0.667,1.0,0.000864,0.051024,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,0,1.79,1.99,0.5,1.0,0.000324,0.05103,1.0,0.0,1.0
3,6.0,1.0,1.0,0.0,0.0,0,2.083,2.668,0.333,1.0,0.000492,0.051029,1.585,0.0,1.0
3,5.0,1.0,0.667,0.0,0.0,1,2.449,3.767,0.333,1.0,0.00054,0.051028,1.585,0.0,1.0
3,7.0,1.0,0.667,0.333,0.0,0,4.537,5.066,0.667,1.0,0.000847,0.051024,1.585,0.5,0.5
3,7.333,1.0,0.667,0.0,0.0,1,4.569,5.066,0.667,1.0,0.001261,0.051015,1.585,0.5,0.5
3,9.0,1.0,1.0,0.0,0.0,0,3.93,5.066,0.667,1.0,0.001366,0.051013,1.585,0.5,0.5
2,10.0,1.0,1.0,0.0,0.0,0,4.922,5.066,0.5,1.0,0.001545,0.051008,1.0,0.5,0.5
2,10.5,1.0,1.0,0.0,0.0,0,3.362,4.778,0.5,1.0,0.00195,0.050994,1.0,0.5,0.5
3,5.667,1.0,0.667,0.0,0.333,0,4.537,5.066,0.667,1.0,0.002051,0.05099,1.585,0.5,0.5
3,5.667,1.0,0.667,0.0,0.333,0,4.048,4.778,0.333,1.0,0.001693,0.051003,1.585,0.5,0.5
3,5.0,1.0,0.667,0.0,0.333,0,4.367,4.778,0.667,1.0,0.00142,0.051011,1.585,0.5,0.5
2,4.5,1.0,1.0,0.0,0.0,0,4.273,4.778,0.5,1.0,0.001597,0.051006,1.0,0.5,0.5
3,5.0,1.0,0.667,0.0,0.333,0,4.367,4.778,0.667,1.0,0.001414,0.051011,1.585,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,4.537,5.066,0.667,1.0,0.001713,0.051002,1.585,0.5,0.5
3,5.333,1.0,0.667,0.0,0.333,0,4.8,5.066,0.333,1.0,0.001002,0.051021,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,4.922,5.066,0.5,1.0,0.000922,0.051023,1.0,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,4.604,5.066,0.667,1.0,0.001081,0.05102,1.585,0.5,0.5
3,5.0,1.0,0.667,0.333,0.0,0,5.031,5.472,0.667,1.0,0.001313,0.051014,1.585,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,4.8,5.066,0.333,1.0,0.000636,0.051027,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,2.877,3.968,0.667,1.0,0.000977,0.051022,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,1,2.877,3.968,0.667,1.0,0.001111,0.051019,1.585,0.5,0.5
3,6.667,1.0,0.667,0.0,0.333,0,3.012,4.373,0.667,1.0,0.001176,0.051017,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,2.877,3.968,0.667,1.0,0.000875,0.051024,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.521,3.968,0.5,1.0,0.001013,0.051021,1.0,0.5,0.5
3,7.667,1.0,0.667,0.333,0.0,1,4.036,5.066,0.333,1.0,0.000454,0.051029,1.585,0.5,0.5
3,5.667,1.0,1.0,0.0,0.0,0,4.036,5.066,0.333,1.0,0.000617,0.051027,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.521,3.968,0.5,1.0,0.001013,0.051021,1.0,0.5,0.5
3,6.667,1.0,0.333,0.333,0.0,0,4.043,5.472,0.667,1.0,-6.3e-05,0.051031,1.585,1.0,0.0
2,7.0,1.0,1.0,0.0,0.0,0,2.635,3.68,0.5,1.0,0.000573,0.051028,1.0,1.0,0.0
3,6.0,1.0,0.333,0.0,0.667,0,3.517,4.085,0.333,1.0,0.001462,0.05101,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.577,5.066,0.333,1.0,0.000747,0.051026,1.585,0.5,0.5
2,6.0,1.0,0.5,0.0,0.5,0,3.58,4.085,0.5,1.0,0.001286,0.051015,1.0,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.298,4.778,0.667,1.0,0.001041,0.05102,1.585,0.5,0.5
3,5.667,1.0,0.667,0.333,0.0,0,3.196,4.778,0.667,1.0,0.000948,0.051022,1.585,1.0,0.0
3,6.333,1.0,0.333,0.333,0.333,0,4.21,5.472,0.333,1.0,0.001145,0.051018,1.585,0.5,0.5
3,6.0,1.0,0.667,0.0,0.0,0,3.403,3.968,0.333,1.0,0.000729,0.051026,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,0,3.676,5.472,0.667,1.0,0.000811,0.051025,1.585,0.5,0.5
3,5.667,1.0,0.333,0.0,0.667,0,3.443,4.085,0.333,1.0,0.001461,0.05101,1.585,0.5,0.5
3,6.0,1.0,0.333,0.0,0.667,0,3.517,4.085,0.333,1.0,0.001462,0.05101,1.585,0.5,0.5
3,6.333,1.0,1.0,0.0,0.0,0,2.877,3.968,0.667,1.0,0.000977,0.051022,1.585,0.5,0.5
2,6.5,1.0,1.0,0.0,0.0,1,3.521,3.968,0.5,1.0,0.001013,0.051021,1.0,0.5,0.5
3,5.667,1.0,0.667,0.0,0.0,1,3.94,4.778,0.667,1.0,0.000752,0.051025,1.585,0.5,0.5
3,7.333,0.667,1.0,0.0,0.0,0,2.579,3.074,0.667,1.0,0.00079,0.051025,0.918,0.5,0.5
2,7.0,1.0,1.0,0.0,0.0,0,2.332,3.074,0.5,1.0,0.001167,0.051018,1.0,0.5,0.5
3,7.333,1.0,0.333,0.333,0.333,0,3.979,5.472,0.333,1.0,0.001246,0.051016,1.585,0.5,0.5
3,4.667,1.0,1.0,0.0,0.0,0,3.275,5.472,0.333,1.0,0.001767,0.051,1.585,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,4.672,5.472,0.667,1.0,0.001326,0.051014,1.585,0.5,0.5
3,4.0,1.0,0.667,0.333,0.0,0,4.061,5.472,0.333,1.0,0.001822,0.050999,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,4.361,5.472,0.333,1.0,0.000954,0.051022,1.585,0.5,0.5
3,5.333,1.0,0.667,0.333,0.0,1,3.201,5.066,0.333,1.0,0.000508,0.051029,1.585,0.5,0.5
3,8.0,1.0,0.333,0.333,0.0,0,2.951,3.862,0.667,1.0,0.000798,0.051025,1.585,0.5,0.5
3,5.0,1.0,1.0,0.0,0.0,0,2.289,2.668,0.667,1.0,0.00115,0.051018,1.585,0.0,1.0
2,5.0,1.0,0.5,0.0,0.5,1,2.431,2.946,0.5,1.0,0.000788,0.051025,1.0,1.0,0.0
3,7.0,1.0,0.667,0.0,0.333,1,2.908,3.862,0.667,1.0,0.000287,0.05103,1.585,1.0,0.0
3,6.667,1.0,0.667,0.0,0.0,0,4.264,5.066,0.333,1.0,0.000714,0.051026,1.585,0.5,0.5
2,9.0,1.0,1.0,0.0,0.0,0,3.862,3.862,0.0,1.0,0.001059,0.05102,1.0,0.5,0.5
3,9.333,0.667,1.0,0.0,0.0,0,3.862,3.862,0.0,1.0,0.000659,0.051027,0.918,0.5,0.5
3,8.667,0.667,1.0,0.0,0.0,0,3.862,3.862,0.0,1.0,0.001181,0.051017,0.918,0.5,0.5
2,9.0,1.0,1.0,0.0,0.0,0,3.862,3.862,0.0,1.0,0.001167,0.051018,1.0,0.5,0.5
3,8.333,1.0,0.667,0.0,0.0,0,4.032,4.373,0.333,1.0,0.000682,0.051026,1.585,0.5,0.5
2,9.0,1.0,1.0,0.0,0.0,0,3.862,3.862,0.0,1.0,0.001059,0.05102,1.0,0.0,1.0
3,8.0,1.0,1.0,0.0,0.0,0,4.032,4.373,0.333,1.0,0.000935,0.051022,1.585,0.5,0.5
3,7.333,1.0,0.333,0.333,0.0,0,4.434,5.066,0.333,1.0,0.001249,0.051016,1.585,0.5,0.5
3,7.0,1.0,0.667,0.333,0.0,1,5.336,5.472,0.667,1.0,0.000761,0.051025,1.585,0.5,0.5
3,6.333,1.0,0.667,0.333,0.0,0,3.547,5.472,0.333,1.0,0.00074,0.051026,1.585,0.5,0.5
3,9.667,1.0,1.0,0.0,0.0,1,4.203,5.066,0.333,1.0,0.000596,0.051028,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,4.064,5.472,0.667,1.0,3.2e-05,0.051031,1.585,0.5,0.5
3,6.667,1.0,0.667,0.333,0.0,0,4.861,5.472,0.333,1.0,0.000217,0.051031,1.585,0.5,0.5
3,10.0,1.0,1.0,0.0,0.0,0,3.937,4.085,0.333,1.0,0.001116,0.051019,1.585,0.5,0.5
3,6.0,1.0,1.0,0.0,0.0,0,2.684,3.274,0.667,1.0,0.000774,0.051025,1.585,0.5,0.5
3,6.0,1.0,0.667,0.333,0.0,0,2.684,3.274,0.667,1.0,0.000738,0.051026,1.585,0.5,0.5
2,5.5,1.0,1.0,0.0,0.0,0,3.053,3.274,0.5,1.0,0.000831,0.051024,1.0,0.5,0.5
3,7.333,1.0,1.0,0.0,0.0,0,3.296,3.862,0.667,1.0,-9.9e-05,0.051031,1.585,0.0,1.0
3,9.667,1.0,0.667,0.333,0.0,0,4.151,5.066,0.333,1.0,0.000493,0.051029,1.585,0.5,0.5
3,8.667,1.0,1.0,0.0,0.0,0,3.179,4.555,0.667,1.0,0.000454,0.051029,1.585,1.0,0.0
3,8.667,1.0,0.333,0.333,0.333,0,3.179,4.555,0.667,1.0,0.000485,0.051029,1.585,1.0,0.0
3,9.333,1.0,0.667,0.333,0.0,0,3.254,4.778,0.667,1.0,0.000502,0.051029,1.585,1.0,0.0
3,8.667,1.0,0.667,0.0,0.333,0,3.179,4.555,0.667,1.0,0.000628,0.051027,1.585,1.0,0.0
3,7.667,1.0,0.333,0.667,0.0,0,3.118,4.373,0.667,1.0,0.000563,0.051028,1.585,0.5,0.5
