query,bm25_top_score,bm25_mean_score,bm25_score_std,bm25_score_gap,bm25_top_mean_ratio,dense_top_similarity,dense_mean_similarity,dense_similarity_std,dense_similarity_gap,dense_top_mean_ratio,overlap_ratio,rank_agreement,query_token_count,query_unique_token_count,query_avg_token_length,bm25_top_lexical_coverage,dense_top_lexical_coverage,oracle_bm25_weight
sizing assigns,8.263379244035175,1.6764290215559292,2.7624849135500678,3.9885166340460696,4.9291554475511035,0.018282711505889893,-0.38796634078025816,0.2495727170039916,0.008159816265106201,-0.04712447855430096,0.17647058823529413,0.9259259259259259,2,2,6.5,1.0,0.5,0.05
characteristics spike time,8.44557502559774,4.418942633387842,1.7406668925770723,2.262207596142251,1.9112207888344608,0.11180639266967773,-0.24130238294601442,0.22104174145055788,0.02792954444885254,-0.4633455803654111,0.3333333333333333,0.7777777777777778,3,3,8.0,0.6666666666666666,0.6666666666666666,0.0
daily scrum integration,4.800571930649803,3.4261079470879645,0.492380933812286,1.0933390076255587,1.4011735779458059,0.3088040351867676,0.11789283156394958,0.0754669151983154,0.1031295657157898,2.619362272414845,0.1111111111111111,0.38888888888888884,3,3,7.0,0.3333333333333333,0.6666666666666666,0.9
sprint team ahead,5.905207216863728,2.7516681001669387,1.3225955916362249,1.1148368134063542,2.1460463260469056,0.22168803215026855,0.13328852653503417,0.04753913262380973,0.02426987886428833,1.6632191675702788,0.1111111111111111,0.7222222222222222,3,3,5.0,1.0,0.6666666666666666,0.45
teams scrum scrums,8.531345312023536,4.357440326502267,2.083186663555153,0.18391242066940805,1.9578800104582674,0.34107351303100586,0.2603712797164917,0.036257274813475654,0.05919760465621948,1.3099505959427926,0.17647058823529413,0.7777777777777778,3,3,5.333333333333333,1.0,1.0,0.0
planning sprint planning,6.957622701990809,5.587421805391952,0.8884129266537146,0.5336229800936918,1.2452295431278504,0.4324270486831665,0.2714346408843994,0.09648277033881901,0.005145430564880371,1.5931166606967153,0.17647058823529413,0.5185185185185186,3,2,7.333333333333333,0.5,1.0,0.0
characteristics spike,5.4411705589698345,3.6683570651949973,0.9141040142822275,0.04317120337707525,1.483271792322267,0.06102079153060913,-0.3057789981365204,0.2561053023600697,0.0003768801689147949,-0.19955847819007286,0.3333333333333333,0.6444444444444444,2,2,10.0,0.5,1.0,0.0
independent modules salary,14.080367563052391,3.257068150602391,4.235617778740814,8.340829426173105,4.323019019558508,-0.019493579864501953,-0.5051019310951232,0.23252225468008397,0.06964004039764404,0.03859335841824534,0.17647058823529413,0.9259259259259259,3,3,8.0,1.0,1.0,0.0
count cards,7.780903081094338,2.665856312061036,2.501139631393162,2.9494146310413623,2.9187256064370324,-0.10398352146148682,-0.49124271869659425,0.18596594807057212,0.18400788307189941,0.2116744279434502,0.25,0.9166666666666666,2,2,5.0,1.0,1.0,0.0
scrum roles,4.890957093929758,2.191027991764196,1.5265270129934052,0.3165926937067445,2.232265910026829,0.3352091908454895,0.24831305742263793,0.05998843042942955,0.006747305393218994,1.3499458881654829,0.17647058823529413,0.5925925925925926,2,2,5.0,1.0,0.5,0.0
sprint execution,3.8867107730977746,1.5047848866710045,1.787452666238159,0.20539515180835677,2.5829012555384185,0.23503190279006958,0.11574233174324036,0.053120490138673045,0.07597875595092773,2.030647726291345,0.42857142857142855,0.8703703703703703,2,2,7.5,1.0,1.0,0.0
confirmation acceptance criteria,13.745098032547205,5.746693987477398,3.3934642083345476,4.8390201073226855,2.3918270335081533,0.36807501316070557,-0.2308799147605896,0.28010138413955327,0.29284918308258057,-1.5942270835571821,0.3333333333333333,0.711111111111111,3,3,10.0,1.0,1.0,0.6
points planned sprint,8.192005741245374,3.3265860735465376,1.7536379466590213,3.9171431312562692,2.462586435501944,0.20223456621170044,0.06491978764533997,0.06701073930241001,0.05777662992477417,3.1151452206916934,0.1111111111111111,1.0,3,3,6.333333333333333,1.0,1.0,0.0
limits prevents team,9.339420527317086,4.423364612973141,2.128971157776447,2.9241415962733894,2.111383832100525,0.07110726833343506,-0.2008187174797058,0.10253391288719636,0.18562471866607666,-0.35408685617475355,0.3333333333333333,0.7777777777777778,3,3,6.0,1.0,1.0,0.0
teams task autonomy,7.518843559444175,3.7888467106922867,1.4908712393641474,2.194225775072413,1.9844676054657155,0.3060338497161865,0.018017065525054932,0.12674976021839687,0.14502167701721191,16.985776584461494,0.3333333333333333,0.8666666666666667,3,3,5.666666666666667,1.0,1.0,0.0
skills diverse development,10.501441754656174,6.191835761528896,2.8416480673024673,1.1756569509871646,1.6960142612153433,0.21304285526275635,-0.14664336442947387,0.15726595817189573,0.18515944480895996,-1.452795740820693,0.42857142857142855,0.9074074074074074,3,3,8.0,1.0,1.0,0.0
hours sprint,4.304605992981841,2.7564013038819297,0.6366504201136177,0.9745781760735248,1.5616760835657437,0.3386986255645752,0.1515298068523407,0.07514465305733445,0.11573123931884766,2.235194729012111,0.25,0.5555555555555556,2,2,5.5,1.0,1.0,0.0
remaining hrs ideal,11.566272991564958,8.202948206588577,2.2107269918179666,0.0632136081169623,1.410014143728833,0.05707812309265137,-0.06545472741127015,0.10382003342717779,0.025396525859832764,-0.8720244564462661,0.6666666666666666,0.6666666666666667,3,3,5.666666666666667,1.0,1.0,0.0
past team velocity,12.306010823837276,4.618241981709245,2.955447636181796,6.28245306705786,2.6646526692572166,0.22153592109680176,-0.2395660996437073,0.17450121035034893,0.3690149784088135,-0.9247381888601068,0.3333333333333333,0.9333333333333333,3,3,5.333333333333333,1.0,1.0,0.0
scrum,1.2971929921643366,1.1558270942518394,0.07893351200520364,0.0822665344837481,1.1223071328017298,0.30463433265686035,0.2551726222038269,0.029476450010098756,0.002658247947692871,1.1938362745417272,0.17647058823529413,0.7037037037037037,1,1,5.0,1.0,1.0,0.0
defines sprint,3.6680674744828767,1.7848480520636607,1.7408995843827721,0.0,2.0551147030369434,0.41846293210983276,0.2017081320285797,0.08641138652754869,0.11734610795974731,2.0745962391369597,0.25,0.8055555555555556,2,2,6.5,1.0,0.5,0.35
sprint activity select,9.614690230263534,3.1598592912569803,3.1599895260827076,2.1860061695017956,3.042758978814796,0.22223544120788574,0.02126014232635498,0.09960238877321771,0.05604201555252075,10.453149268544323,0.3333333333333333,0.8222222222222222,3,3,6.666666666666667,1.0,0.6666666666666666,0.25
alignment captain communicates,11.364922885388712,4.010667143697861,3.9326364219819014,1.5763256682667297,2.8336739196238008,0.024591445922851562,-0.31133146286010743,0.18210835199871647,0.07648122310638428,-0.07898798822623782,0.25,0.9444444444444444,3,3,9.333333333333334,1.0,1.0,0.0
sprint planning haves,3.4788113509954046,2.8037981130710463,0.44144480954910387,0.2668114900468459,1.2407495870610332,0.4009683132171631,0.21655162572860717,0.09423627390757743,0.027422189712524414,1.8516061094811438,0.17647058823529413,0.6296296296296295,3,3,6.333333333333333,0.3333333333333333,0.6666666666666666,0.0
sprint review online,7.906438935755517,3.830105649607956,1.9941438081681713,0.30087058608287887,2.0642874267880336,0.39510679244995117,0.06119426488876343,0.12568761392359695,0.23491477966308594,6.4565983947705075,0.3333333333333333,0.8,3,3,6.0,1.0,1.0,0.0
review product owner,5.509351991094853,4.237081998514234,0.5458935699433359,1.0544026436755516,1.3002703259051278,0.3170124292373657,-0.23929269313812257,0.2089778678197949,0.40746867656707764,-1.324789424532835,0.5384615384615384,0.6984126984126984,3,3,6.0,1.0,1.0,0.0
